sk_estoque,sk_tempo,sk_loja,sk_produto,estoque_inicial,entrada,saida,perda,ruptura,estoque_final,cobertura_dias
161731,762,51,4118,361,103,147,3,0,314,2.14
161732,765,56,4125,22,116,4,4,0,130,32.5
161733,768,61,4132,33,129,21,5,0,136,6.48
161734,771,66,4139,44,142,38,6,0,142,3.74
161735,774,71,4146,55,155,55,7,0,148,2.69
161736,777,76,4153,66,168,72,0,0,162,2.25
161737,780,81,4160,77,1,89,1,1,0,0.0
161738,783,1,4167,88,14,106,2,1,0,0.0
161739,786,6,4174,99,27,123,3,1,0,0.0
161740,789,11,4181,110,40,140,4,0,6,0.04
161741,792,16,4188,121,53,157,5,0,12,0.08
161742,795,21,4195,132,66,14,6,0,178,12.71
161743,798,26,4202,143,79,31,7,0,184,5.94
161744,801,31,4209,154,92,48,0,0,198,4.13
161745,804,36,4216,165,105,65,1,0,204,3.14
161746,807,41,4223,176,118,82,2,0,210,2.56
161747,810,46,4230,187,131,99,3,0,216,2.18
161748,813,51,4237,198,144,116,4,0,222,1.91
161749,816,56,4244,209,157,133,5,0,228,1.71
161750,819,61,4251,220,170,150,6,0,234,1.56
161751,822,66,4258,231,3,7,7,0,220,31.43
161752,825,71,4265,242,16,24,0,0,234,9.75
161753,828,76,4272,253,29,41,1,0,240,5.85
161754,831,81,4279,264,42,58,2,0,246,4.24
161755,834,1,4286,275,55,75,3,0,252,3.36
161756,837,6,4293,286,68,92,4,0,258,2.8
161757,840,11,4300,297,81,109,5,0,264,2.42
161758,843,16,4307,308,94,126,6,0,270,2.14
161759,846,21,4314,319,107,143,7,0,276,1.93
161760,849,26,4321,330,120,0,0,0,450,450.0
161761,852,31,4328,341,133,17,1,0,456,26.82
161762,855,36,4335,352,146,34,2,0,462,13.59
161763,858,41,4342,363,159,51,3,0,468,9.18
161764,861,46,4349,24,172,68,4,0,124,1.82
161765,864,51,4356,35,5,85,5,1,0,0.0
161766,867,56,4363,46,18,102,6,1,0,0.0
161767,870,61,4370,57,31,119,7,1,0,0.0
161768,873,66,4377,68,44,136,0,1,0,0.0
161769,876,71,4384,79,57,153,1,1,0,0.0
161770,879,76,4391,90,70,10,2,0,148,14.8
161771,882,81,4398,101,83,27,3,0,154,5.7
161772,885,1,4405,112,96,44,4,0,160,3.64
161773,888,6,4412,123,109,61,5,0,166,2.72
161774,891,11,4419,134,122,78,6,0,172,2.21
161775,894,16,4426,145,135,95,7,0,178,1.87
161776,897,21,4433,156,148,112,0,0,192,1.71
161777,900,26,4440,167,161,129,1,0,198,1.53
161778,903,31,4447,178,174,146,2,0,204,1.4
161779,906,36,4454,189,7,3,3,0,190,63.33
161780,909,41,4461,200,20,20,4,0,196,9.8
161781,912,46,4468,211,33,37,5,0,202,5.46
161782,915,51,4475,222,46,54,6,0,208,3.85
161783,918,56,4482,233,59,71,7,0,214,3.01
161784,921,61,4489,244,72,88,0,0,228,2.59
161785,924,66,4496,255,85,105,1,0,234,2.23
161786,927,71,4503,266,98,122,2,0,240,1.97
161787,930,76,4510,277,111,139,3,0,246,1.77
161788,933,81,4517,288,124,156,4,0,252,1.62
161789,936,1,4524,299,137,13,5,0,418,32.15
161790,939,6,4531,310,150,30,6,0,424,14.13
161791,942,11,4538,321,163,47,7,0,430,9.15
161792,945,16,4545,332,176,64,0,0,444,6.94
161793,948,21,4552,343,9,81,1,0,270,3.33
161794,951,26,4559,354,22,98,2,0,276,2.82
161795,954,31,4566,365,35,115,3,0,282,2.45
161796,957,36,4573,26,48,132,4,1,0,0.0
161797,960,41,4580,37,61,149,5,1,0,0.0
161798,963,46,4587,48,74,6,6,0,110,18.33
161799,966,51,4594,59,87,23,7,0,116,5.04
161800,969,56,4601,70,100,40,0,0,130,3.25
161801,972,61,4608,81,113,57,1,0,136,2.39
161802,975,66,4615,92,126,74,2,0,142,1.92
161803,978,71,4622,103,139,91,3,0,148,1.63
161804,981,76,4629,114,152,108,4,0,154,1.43
161805,984,81,4636,125,165,125,5,0,160,1.28
161806,987,1,4643,136,178,142,6,0,166,1.17
161807,990,6,4650,147,11,159,7,1,0,0.0
161808,993,11,4657,158,24,16,0,0,166,10.38
161809,996,16,4664,169,37,33,1,0,172,5.21
161810,999,21,4671,180,50,50,2,0,178,3.56
161811,1002,26,4678,191,63,67,3,0,184,2.75
161812,1005,31,4685,202,76,84,4,0,190,2.26
161813,1008,36,4692,213,89,101,5,0,196,1.94
161814,1011,41,4699,224,102,118,6,0,202,1.71
161815,1014,46,4706,235,115,135,7,0,208,1.54
161816,1017,51,4713,246,128,152,0,0,222,1.46
161817,1020,56,4720,257,141,9,1,0,388,43.11
161818,1023,61,4727,268,154,26,2,0,394,15.15
161819,1026,66,4734,279,167,43,3,0,400,9.3
161820,1029,71,4741,290,0,60,4,0,226,3.77
161821,1032,76,4748,301,13,77,5,0,232,3.01
161822,1035,81,4755,312,26,94,6,0,238,2.53
161823,1038,1,4762,323,39,111,7,0,244,2.2
161824,1041,6,4769,334,52,128,0,0,258,2.02
161825,1044,11,4776,345,65,145,1,0,264,1.82
161826,1047,16,4783,356,78,2,2,0,430,215.0
161827,1050,21,4790,367,91,19,3,0,436,22.95
161828,1053,26,4797,28,104,36,4,0,92,2.56
161829,1056,31,4804,39,117,53,5,0,98,1.85
161830,1059,36,4811,50,130,70,6,0,104,1.49
161831,1062,41,4818,61,143,87,7,0,110,1.26
161832,1065,46,4825,72,156,104,0,0,124,1.19
161833,1068,51,4832,83,169,121,1,0,130,1.07
161834,1071,56,4839,94,2,138,2,1,0,0.0
161835,1074,61,4846,105,15,155,3,1,0,0.0
161836,1077,66,4853,116,28,12,4,0,128,10.67
161837,1080,71,4860,127,41,29,5,0,134,4.62
161838,1083,76,4867,138,54,46,6,0,140,3.04
161839,1086,81,4874,149,67,63,7,0,146,2.32
161840,1089,1,4881,160,80,80,0,0,160,2.0
161841,1092,6,4888,171,93,97,1,0,166,1.71
161842,1095,11,4895,182,106,114,2,0,172,1.51
161843,2,16,4902,193,119,131,3,0,178,1.36
161844,5,21,4909,204,132,148,4,0,184,1.24
161845,8,26,4916,215,145,5,5,0,350,70.0
161846,11,31,4923,226,158,22,6,0,356,16.18
161847,14,36,4930,237,171,39,7,0,362,9.28
161848,17,41,4937,248,4,56,0,0,196,3.5
161849,20,46,4944,259,17,73,1,0,202,2.77
161850,23,51,4951,270,30,90,2,0,208,2.31
161851,26,56,4958,281,43,107,3,0,214,2.0
161852,29,61,4965,292,56,124,4,0,220,1.77
161853,32,66,4972,303,69,141,5,0,226,1.6
161854,35,71,4979,314,82,158,6,0,232,1.47
161855,38,76,4986,325,95,15,7,0,398,26.53
161856,41,81,4993,336,108,32,0,0,412,12.88
161857,44,1,5000,347,121,49,1,0,418,8.53
161858,47,6,5007,358,134,66,2,0,424,6.42
161859,50,11,5014,369,147,83,3,0,430,5.18
161860,53,16,5021,30,160,100,4,0,86,0.86
161861,56,21,5028,41,173,117,5,0,92,0.79
161862,59,26,5035,52,6,134,6,1,0,0.0
161863,62,31,5042,63,19,151,7,1,0,0.0
161864,65,36,5049,74,32,8,0,0,98,12.25
161865,68,41,5056,85,45,25,1,0,104,4.16
161866,71,46,5063,96,58,42,2,0,110,2.62
161867,74,51,5070,107,71,59,3,0,116,1.97
161868,77,56,5077,118,84,76,4,0,122,1.61
161869,80,61,5084,129,97,93,5,0,128,1.38
161870,83,66,5091,140,110,110,6,0,134,1.22
161871,86,71,5098,151,123,127,7,0,140,1.1
161872,89,76,5105,162,136,144,0,0,154,1.07
161873,92,81,5112,173,149,1,1,0,320,320.0
161874,95,1,5119,184,162,18,2,0,326,18.11
161875,98,6,5126,195,175,35,3,0,332,9.49
161876,101,11,5133,206,8,52,4,0,158,3.04
161877,104,16,5140,217,21,69,5,0,164,2.38
161878,107,21,5147,228,34,86,6,0,170,1.98
161879,110,26,5154,239,47,103,7,0,176,1.71
161880,113,31,5161,250,60,120,0,0,190,1.58
161881,116,36,5168,261,73,137,1,0,196,1.43
161882,119,41,5175,272,86,154,2,0,202,1.31
161883,122,46,5182,283,99,11,3,0,368,33.45
161884,125,51,5189,294,112,28,4,0,374,13.36
161885,128,56,5196,305,125,45,5,0,380,8.44
161886,131,61,5203,316,138,62,6,0,386,6.23
161887,134,66,5210,327,151,79,7,0,392,4.96
161888,137,71,5217,338,164,96,0,0,406,4.23
161889,140,76,5224,349,177,113,1,0,412,3.65
161890,143,81,5231,360,10,130,2,0,238,1.83
161891,146,1,5238,21,23,147,3,1,0,0.0
161892,149,6,5245,32,36,4,4,0,60,15.0
161893,152,11,5252,43,49,21,5,0,66,3.14
161894,155,16,5259,54,62,38,6,0,72,1.89
161895,158,21,5266,65,75,55,7,0,78,1.42
161896,161,26,5273,76,88,72,0,0,92,1.28
161897,164,31,5280,87,101,89,1,0,98,1.1
161898,167,36,5287,98,114,106,2,0,104,0.98
161899,170,41,5294,109,127,123,3,0,110,0.89
161900,173,46,5301,120,140,140,4,0,116,0.83
161901,176,51,5308,131,153,157,5,0,122,0.78
161902,179,56,5315,142,166,14,6,0,288,20.57
161903,182,61,5322,153,179,31,7,0,294,9.48
161904,185,66,5329,164,12,48,0,0,128,2.67
161905,188,71,5336,175,25,65,1,0,134,2.06
161906,191,76,5343,186,38,82,2,0,140,1.71
161907,194,81,5350,197,51,99,3,0,146,1.47
161908,197,1,5357,208,64,116,4,0,152,1.31
161909,200,6,5364,219,77,133,5,0,158,1.19
161910,203,11,5371,230,90,150,6,0,164,1.09
161911,206,16,5378,241,103,7,7,0,330,47.14
161912,209,21,5385,252,116,24,0,0,344,14.33
161913,212,26,5392,263,129,41,1,0,350,8.54
161914,215,31,5399,274,142,58,2,0,356,6.14
161915,218,36,5406,285,155,75,3,0,362,4.83
161916,221,41,5413,296,168,92,4,0,368,4.0
161917,224,46,5420,307,1,109,5,0,194,1.78
161918,227,51,5427,318,14,126,6,0,200,1.59
161919,230,56,5434,329,27,143,7,0,206,1.44
161920,233,61,5441,340,40,0,0,0,380,380.0
161921,236,66,5448,351,53,17,1,0,386,22.71
161922,239,71,5455,362,66,34,2,0,392,11.53
161923,242,76,5462,23,79,51,3,0,48,0.94
161924,245,81,5469,34,92,68,4,0,54,0.79
161925,248,1,5476,45,105,85,5,0,60,0.71
161926,251,6,5483,56,118,102,6,0,66,0.65
161927,254,11,5490,67,131,119,7,0,72,0.61
161928,257,16,5497,78,144,136,0,0,86,0.63
161929,260,21,5504,89,157,153,1,0,92,0.6
161930,263,26,5511,100,170,10,2,0,258,25.8
161931,266,31,5518,111,3,27,3,0,84,3.11
161932,269,36,5525,122,16,44,4,0,90,2.05
161933,272,41,5532,133,29,61,5,0,96,1.57
161934,275,46,5539,144,42,78,6,0,102,1.31
161935,278,51,5546,155,55,95,7,0,108,1.14
161936,281,56,5553,166,68,112,0,0,122,1.09
161937,284,61,5560,177,81,129,1,0,128,0.99
161938,287,66,5567,188,94,146,2,0,134,0.92
161939,290,71,5574,199,107,3,3,0,300,100.0
161940,293,76,5581,210,120,20,4,0,306,15.3
161941,296,81,5588,221,133,37,5,0,312,8.43
161942,299,1,5595,232,146,54,6,0,318,5.89
161943,302,6,5602,243,159,71,7,0,324,4.56
161944,305,11,5609,254,172,88,0,0,338,3.84
161945,308,16,5616,265,5,105,1,0,164,1.56
161946,311,21,5623,276,18,122,2,0,170,1.39
161947,314,26,5630,287,31,139,3,0,176,1.27
161948,317,31,5637,298,44,156,4,0,182,1.17
161949,320,36,5644,309,57,13,5,0,348,26.77
161950,323,41,5651,320,70,30,6,0,354,11.8
161951,326,46,5658,331,83,47,7,0,360,7.66
161952,329,51,5665,342,96,64,0,0,374,5.84
161953,332,56,5672,353,109,81,1,0,380,4.69
161954,335,61,5679,364,122,98,2,0,386,3.94
161955,338,66,5686,25,135,115,3,0,42,0.37
161956,341,71,5693,36,148,132,4,0,48,0.36
161957,344,76,5700,47,161,149,5,0,54,0.36
161958,347,81,5707,58,174,6,6,0,220,36.67
161959,350,1,5714,69,7,23,7,0,46,2.0
161960,353,6,5721,80,20,40,0,0,60,1.5
161961,356,11,5728,91,33,57,1,0,66,1.16
161962,359,16,5735,102,46,74,2,0,72,0.97
161963,362,21,5742,113,59,91,3,0,78,0.86
161964,365,26,5749,124,72,108,4,0,84,0.78
161965,368,31,5756,135,85,125,5,0,90,0.72
161966,371,36,5763,146,98,142,6,0,96,0.68
161967,374,41,5770,157,111,159,7,0,102,0.64
161968,377,46,5777,168,124,16,0,0,276,17.25
161969,380,51,5784,179,137,33,1,0,282,8.55
161970,383,56,5791,190,150,50,2,0,288,5.76
161971,386,61,5798,201,163,67,3,0,294,4.39
161972,389,66,5805,212,176,84,4,0,300,3.57
161973,392,71,5812,223,9,101,5,0,126,1.25
161974,395,76,5819,234,22,118,6,0,132,1.12
161975,398,81,5826,245,35,135,7,0,138,1.02
161976,401,1,5833,256,48,152,0,0,152,1.0
161977,404,6,5840,267,61,9,1,0,318,35.33
161978,407,11,5847,278,74,26,2,0,324,12.46
161979,410,16,5854,289,87,43,3,0,330,7.67
161980,413,21,5861,300,100,60,4,0,336,5.6
161981,416,26,5868,311,113,77,5,0,342,4.44
161982,419,31,5875,322,126,94,6,0,348,3.7
161983,422,36,5882,333,139,111,7,0,354,3.19
161984,425,41,5889,344,152,128,0,0,368,2.88
161985,428,46,5896,355,165,145,1,0,374,2.58
161986,431,51,5903,366,178,2,2,0,540,270.0
161987,434,56,5910,27,11,19,3,0,16,0.84
161988,437,61,5917,38,24,36,4,0,22,0.61
161989,440,66,5924,49,37,53,5,0,28,0.53
161990,443,71,5931,60,50,70,6,0,34,0.49
161991,446,76,5938,71,63,87,7,0,40,0.46
161992,449,81,5945,82,76,104,0,0,54,0.52
161993,452,1,5952,93,89,121,1,0,60,0.5
161994,455,6,5959,104,102,138,2,0,66,0.48
161995,458,11,5966,115,115,155,3,0,72,0.46
161996,461,16,5973,126,128,12,4,0,238,19.83
161997,464,21,5980,137,141,29,5,0,244,8.41
161998,467,26,5987,148,154,46,6,0,250,5.43
161999,470,31,5994,159,167,63,7,0,256,4.06
162000,473,36,6001,170,0,80,0,0,90,1.13
162001,476,41,6008,181,13,97,1,0,96,0.99
162002,479,46,6015,192,26,114,2,0,102,0.89
162003,482,51,6022,203,39,131,3,0,108,0.82
162004,485,56,6029,214,52,148,4,0,114,0.77
162005,488,61,6036,225,65,5,5,0,280,56.0
162006,491,66,6043,236,78,22,6,0,286,13.0
162007,494,71,6050,247,91,39,7,0,292,7.49
162008,497,76,6057,258,104,56,0,0,306,5.46
162009,500,81,6064,269,117,73,1,0,312,4.27
162010,503,1,6071,280,130,90,2,0,318,3.53
162011,506,6,6078,291,143,107,3,0,324,3.03
162012,509,11,6085,302,156,124,4,0,330,2.66
162013,512,16,6092,313,169,141,5,0,336,2.38
162014,515,21,6099,324,2,158,6,0,162,1.03
162015,518,26,6106,335,15,15,7,0,328,21.87
162016,521,31,6113,346,28,32,0,0,342,10.69
162017,524,36,6120,357,41,49,1,0,348,7.1
162018,527,41,6127,368,54,66,2,0,354,5.36
162019,530,46,6134,29,67,83,3,0,10,0.12
162020,533,51,6141,40,80,100,4,0,16,0.16
162021,536,56,6148,51,93,117,5,0,22,0.19
162022,539,61,6155,62,106,134,6,0,28,0.21
162023,542,66,6162,73,119,151,7,0,34,0.23
162024,545,71,6169,84,132,8,0,0,208,26.0
162025,548,76,6176,95,145,25,1,0,214,8.56
162026,551,81,6183,106,158,42,2,0,220,5.24
162027,554,1,6190,117,171,59,3,0,226,3.83
162028,557,6,6197,128,4,76,4,0,52,0.68
162029,560,11,6204,139,17,93,5,0,58,0.62
162030,563,16,6211,150,30,110,6,0,64,0.58
162031,566,21,6218,161,43,127,7,0,70,0.55
162032,569,26,6225,172,56,144,0,0,84,0.58
162033,572,31,6232,183,69,1,1,0,250,250.0
162034,575,36,6239,194,82,18,2,0,256,14.22
162035,578,41,6246,205,95,35,3,0,262,7.49
162036,581,46,6253,216,108,52,4,0,268,5.15
162037,584,51,6260,227,121,69,5,0,274,3.97
162038,587,56,6267,238,134,86,6,0,280,3.26
162039,590,61,6274,249,147,103,7,0,286,2.78
162040,593,66,6281,260,160,120,0,0,300,2.5
162041,596,71,6288,271,173,137,1,0,306,2.23
162042,599,76,6295,282,6,154,2,0,132,0.86
162043,602,81,6302,293,19,11,3,0,298,27.09
162044,605,1,6309,304,32,28,4,0,304,10.86
162045,608,6,6316,315,45,45,5,0,310,6.89
162046,611,11,6323,326,58,62,6,0,316,5.1
162047,614,16,6330,337,71,79,7,0,322,4.08
162048,617,21,6337,348,84,96,0,0,336,3.5
162049,620,26,6344,359,97,113,1,0,342,3.03
162050,623,31,6351,20,110,130,2,1,0,0.0
162051,626,36,6358,31,123,147,3,0,4,0.03
162052,629,41,6365,42,136,4,4,0,170,42.5
162053,632,46,6372,53,149,21,5,0,176,8.38
162054,635,51,6379,64,162,38,6,0,182,4.79
162055,638,56,6386,75,175,55,7,0,188,3.42
162056,641,61,6393,86,8,72,0,0,22,0.31
162057,644,66,6400,97,21,89,1,0,28,0.31
162058,647,71,6407,108,34,106,2,0,34,0.32
162059,650,76,6414,119,47,123,3,0,40,0.33
162060,653,81,6421,130,60,140,4,0,46,0.33
162061,656,1,6428,141,73,157,5,0,52,0.33
162062,659,6,6435,152,86,14,6,0,218,15.57
162063,662,11,6442,163,99,31,7,0,224,7.23
162064,665,16,6449,174,112,48,0,0,238,4.96
162065,668,21,6456,185,125,65,1,0,244,3.75
162066,671,26,6463,196,138,82,2,0,250,3.05
162067,674,31,6470,207,151,99,3,0,256,2.59
162068,677,36,6477,218,164,116,4,0,262,2.26
162069,680,41,6484,229,177,133,5,0,268,2.02
162070,683,46,6491,240,10,150,6,0,94,0.63
162071,686,51,6498,251,23,7,7,0,260,37.14
162072,689,56,6505,262,36,24,0,0,274,11.42
162073,692,61,6512,273,49,41,1,0,280,6.83
162074,695,66,6519,284,62,58,2,0,286,4.93
162075,698,71,6526,295,75,75,3,0,292,3.89
162076,701,76,6533,306,88,92,4,0,298,3.24
162077,704,81,6540,317,101,109,5,0,304,2.79
162078,707,1,6547,328,114,126,6,0,310,2.46
162079,710,6,6554,339,127,143,7,0,316,2.21
162080,713,11,6561,350,140,0,0,0,490,490.0
162081,716,16,6568,361,153,17,1,0,496,29.18
162082,719,21,6575,22,166,34,2,0,152,4.47
162083,722,26,6582,33,179,51,3,0,158,3.1
162084,725,31,6589,44,12,68,4,1,0,0.0
162085,728,36,6596,55,25,85,5,1,0,0.0
162086,731,41,6603,66,38,102,6,1,0,0.0
162087,734,46,6610,77,51,119,7,0,2,0.02
162088,737,51,6617,88,64,136,0,0,16,0.12
162089,740,56,6624,99,77,153,1,0,22,0.14
162090,743,61,6631,110,90,10,2,0,188,18.8
162091,746,66,6638,121,103,27,3,0,194,7.19
162092,749,71,6645,132,116,44,4,0,200,4.55
162093,752,76,6652,143,129,61,5,0,206,3.38
162094,755,81,6659,154,142,78,6,0,212,2.72
162095,758,1,6666,165,155,95,7,0,218,2.29
162096,761,6,6673,176,168,112,0,0,232,2.07
162097,764,11,6680,187,1,129,1,0,58,0.45
162098,767,16,6687,198,14,146,2,0,64,0.44
162099,770,21,6694,209,27,3,3,0,230,76.67
162100,773,26,6701,220,40,20,4,0,236,11.8
162101,776,31,6708,231,53,37,5,0,242,6.54
162102,779,36,6715,242,66,54,6,0,248,4.59
162103,782,41,6722,253,79,71,7,0,254,3.58
162104,785,46,6729,264,92,88,0,0,268,3.05
162105,788,51,6736,275,105,105,1,0,274,2.61
162106,791,56,6743,286,118,122,2,0,280,2.3
162107,794,61,6750,297,131,139,3,0,286,2.06
162108,797,66,6757,308,144,156,4,0,292,1.87
162109,800,71,6764,319,157,13,5,0,458,35.23
162110,803,76,6771,330,170,30,6,0,464,15.47
162111,806,81,6778,341,3,47,7,0,290,6.17
162112,809,1,6785,352,16,64,0,0,304,4.75
162113,812,6,6792,363,29,81,1,0,310,3.83
162114,815,11,6799,24,42,98,2,1,0,0.0
162115,818,16,6806,35,55,115,3,1,0,0.0
162116,821,21,6813,46,68,132,4,1,0,0.0
162117,824,26,6820,57,81,149,5,1,0,0.0
162118,827,31,6827,68,94,6,6,0,150,25.0
162119,830,36,6834,79,107,23,7,0,156,6.78
162120,833,41,6841,90,120,40,0,0,170,4.25
162121,836,46,6848,101,133,57,1,0,176,3.09
162122,839,51,6855,112,146,74,2,0,182,2.46
162123,842,56,6862,123,159,91,3,0,188,2.07
162124,845,61,6869,134,172,108,4,0,194,1.8
162125,848,66,6876,145,5,125,5,0,20,0.16
162126,851,71,6883,156,18,142,6,0,26,0.18
162127,854,76,6890,167,31,159,7,0,32,0.2
162128,857,81,6897,178,44,16,0,0,206,12.88
162129,860,1,6904,189,57,33,1,0,212,6.42
162130,863,6,6911,200,70,50,2,0,218,4.36
162131,866,11,6918,211,83,67,3,0,224,3.34
162132,869,16,6925,222,96,84,4,0,230,2.74
162133,872,21,6932,233,109,101,5,0,236,2.34
162134,875,26,6939,244,122,118,6,0,242,2.05
162135,878,31,6946,255,135,135,7,0,248,1.84
162136,881,36,6953,266,148,152,0,0,262,1.72
162137,884,41,6960,277,161,9,1,0,428,47.56
162138,887,46,6967,288,174,26,2,0,434,16.69
162139,890,51,6974,299,7,43,3,0,260,6.05
162140,893,56,6981,310,20,60,4,0,266,4.43
162141,896,61,6988,321,33,77,5,0,272,3.53
162142,899,66,6995,332,46,94,6,0,278,2.96
162143,902,71,7002,343,59,111,7,0,284,2.56
162144,905,76,7009,354,72,128,0,0,298,2.33
162145,908,81,7016,365,85,145,1,0,304,2.1
162146,911,1,7023,26,98,2,2,0,120,60.0
162147,914,6,7030,37,111,19,3,0,126,6.63
162148,917,11,7037,48,124,36,4,0,132,3.67
162149,920,16,7044,59,137,53,5,0,138,2.6
162150,923,21,7051,70,150,70,6,0,144,2.06
162151,926,26,7058,81,163,87,7,0,150,1.72
162152,929,31,7065,92,176,104,0,0,164,1.58
162153,932,36,7072,103,9,121,1,1,0,0.0
162154,935,41,7079,114,22,138,2,1,0,0.0
162155,938,46,7086,125,35,155,3,0,2,0.01
162156,941,51,7093,136,48,12,4,0,168,14.0
162157,944,56,7100,147,61,29,5,0,174,6.0
162158,947,61,7107,158,74,46,6,0,180,3.91
162159,950,66,7114,169,87,63,7,0,186,2.95
162160,953,71,7121,180,100,80,0,0,200,2.5
162161,956,76,7128,191,113,97,1,0,206,2.12
162162,959,81,7135,202,126,114,2,0,212,1.86
162163,962,1,7142,213,139,131,3,0,218,1.66
162164,965,6,7149,224,152,148,4,0,224,1.51
162165,968,11,7156,235,165,5,5,0,390,78.0
162166,971,16,7163,246,178,22,6,0,396,18.0
162167,974,21,7170,257,11,39,7,0,222,5.69
162168,977,26,7177,268,24,56,0,0,236,4.21
162169,980,31,7184,279,37,73,1,0,242,3.32
162170,983,36,7191,290,50,90,2,0,248,2.76
162171,986,41,7198,301,63,107,3,0,254,2.37
162172,989,46,7205,312,76,124,4,0,260,2.1
162173,992,51,7212,323,89,141,5,0,266,1.89
162174,995,56,7219,334,102,158,6,0,272,1.72
162175,998,61,7226,345,115,15,7,0,438,29.2
162176,1001,66,7233,356,128,32,0,0,452,14.13
162177,1004,71,7240,367,141,49,1,0,458,9.35
162178,1007,76,7247,28,154,66,2,0,114,1.73
162179,1010,81,7254,39,167,83,3,0,120,1.45
162180,1013,1,7261,50,0,100,4,1,0,0.0
162181,1016,6,7268,61,13,117,5,1,0,0.0
162182,1019,11,7275,72,26,134,6,1,0,0.0
162183,1022,16,7282,83,39,151,7,1,0,0.0
162184,1025,21,7289,94,52,8,0,0,138,17.25
162185,1028,26,7296,105,65,25,1,0,144,5.76
162186,1031,31,7303,116,78,42,2,0,150,3.57
162187,1034,36,7310,127,91,59,3,0,156,2.64
162188,1037,41,7317,138,104,76,4,0,162,2.13
162189,1040,46,7324,149,117,93,5,0,168,1.81
162190,1043,51,7331,160,130,110,6,0,174,1.58
162191,1046,56,7338,171,143,127,7,0,180,1.42
162192,1049,61,7345,182,156,144,0,0,194,1.35
162193,1052,66,7352,193,169,1,1,0,360,360.0
162194,1055,71,7359,204,2,18,2,0,186,10.33
162195,1058,76,7366,215,15,35,3,0,192,5.49
162196,1061,81,7373,226,28,52,4,0,198,3.81
162197,1064,1,7380,237,41,69,5,0,204,2.96
162198,1067,6,7387,248,54,86,6,0,210,2.44
162199,1070,11,7394,259,67,103,7,0,216,2.1
162200,1073,16,7401,270,80,120,0,0,230,1.92
162201,1076,21,7408,281,93,137,1,0,236,1.72
162202,1079,26,7415,292,106,154,2,0,242,1.57
162203,1082,31,7422,303,119,11,3,0,408,37.09
162204,1085,36,7429,314,132,28,4,0,414,14.79
162205,1088,41,7436,325,145,45,5,0,420,9.33
162206,1091,46,7443,336,158,62,6,0,426,6.87
162207,1094,51,7450,347,171,79,7,0,432,5.47
162208,1,56,7457,358,4,96,0,0,266,2.77
162209,4,61,7464,369,17,113,1,0,272,2.41
162210,7,66,7471,30,30,130,2,1,0,0.0
162211,10,71,7478,41,43,147,3,1,0,0.0
162212,13,76,7485,52,56,4,4,0,100,25.0
162213,16,81,7492,63,69,21,5,0,106,5.05
162214,19,1,7499,74,82,38,6,0,112,2.95
162215,22,6,7506,85,95,55,7,0,118,2.15
162216,25,11,7513,96,108,72,0,0,132,1.83
162217,28,16,7520,107,121,89,1,0,138,1.55
162218,31,21,7527,118,134,106,2,0,144,1.36
162219,34,26,7534,129,147,123,3,0,150,1.22
162220,37,31,7541,140,160,140,4,0,156,1.11
162221,40,36,7548,151,173,157,5,0,162,1.03
162222,43,41,7555,162,6,14,6,0,148,10.57
162223,46,46,7562,173,19,31,7,0,154,4.97
162224,49,51,7569,184,32,48,0,0,168,3.5
162225,52,56,7576,195,45,65,1,0,174,2.68
162226,55,61,7583,206,58,82,2,0,180,2.2
162227,58,66,7590,217,71,99,3,0,186,1.88
162228,61,71,7597,228,84,116,4,0,192,1.66
162229,64,76,7604,239,97,133,5,0,198,1.49
162230,67,81,7611,250,110,150,6,0,204,1.36
162231,70,1,7618,261,123,7,7,0,370,52.86
162232,73,6,7625,272,136,24,0,0,384,16.0
162233,76,11,7632,283,149,41,1,0,390,9.51
162234,79,16,7639,294,162,58,2,0,396,6.83
162235,82,21,7646,305,175,75,3,0,402,5.36
162236,85,26,7653,316,8,92,4,0,228,2.48
162237,88,31,7660,327,21,109,5,0,234,2.15
162238,91,36,7667,338,34,126,6,0,240,1.9
162239,94,41,7674,349,47,143,7,0,246,1.72
162240,97,46,7681,360,60,0,0,0,420,420.0
